Id,Prediction
r7872_c295,4
r7876_c295,3
r7877_c295,5
r7879_c295,5
r7880_c295,5
r7881_c295,5
r7884_c295,4
r7887_c295,5
r7890_c295,5
r7894_c295,3
r7895_c295,4
r7897_c295,5
r7898_c295,3
r7899_c295,5
r7904_c295,4
r7907_c295,4
r7909_c295,5
r7910_c295,3
r7911_c295,4
r7912_c295,5
r7915_c295,4
r7920_c295,4
r7921_c295,4
r7926_c295,5
r7929_c295,5
r7931_c295,4
r7934_c295,5
r7935_c295,3
r7938_c295,5
r7940_c295,5
r7941_c295,5
r7944_c295,3
r7945_c295,5
r7948_c295,5
r7950_c295,5
r7953_c295,5
r7959_c295,3
r7961_c295,5
r7963_c295,4
r7972_c295,4
r7974_c295,5
r7975_c295,5
r7977_c295,5
r7980_c295,5
r7981_c295,3
r7982_c295,5
r7983_c295,5
r7989_c295,5
r7991_c295,5
r7994_c295,4
r7995_c295,3
r7998_c295,5
r7999_c295,5
r8004_c295,4
r8006_c295,5
r8007_c295,5
r8008_c295,4
r8011_c295,5
r8014_c295,5
r8024_c295,5
r8029_c295,4
r8032_c295,4
r8036_c295,3
r8038_c295,5
r8039_c295,5
r8042_c295,4
r8050_c295,5
r8052_c295,5
r8054_c295,5
r8059_c295,5
r8063_c295,5
r8064_c295,5
r8065_c295,5
r8071_c295,2
r8073_c295,4
r8074_c295,4
r8081_c295,5
r8084_c295,5
r8087_c295,4
r8090_c295,5
r8091_c295,5
r8092_c295,4
r8094_c295,3
r8099_c295,5
r8100_c295,4
r8102_c295,4
r8104_c295,4
r8109_c295,5
r8110_c295,5
r8112_c295,5
r8113_c295,5
r8114_c295,5
r8131_c295,5
r8133_c295,5
r8137_c295,3
r8138_c295,5
r8141_c295,5
r8142_c295,2
r8147_c295,5
r8149_c295,5
r8150_c295,5
r8152_c295,4
r8155_c295,5
r8158_c295,5
r8162_c295,3
r8168_c295,3
r8173_c295,5
r8177_c295,4
r8180_c295,3
r8182_c295,4
r8187_c295,3
r8189_c295,3
r8191_c295,5
r8194_c295,3
r8195_c295,4
r8199_c295,4
r8203_c295,5
r8207_c295,4
r8208_c295,4
r8209_c295,4
r8210_c295,3
r8211_c295,5
r8212_c295,5
r8221_c295,2
r8222_c295,4
r8223_c295,5
r8226_c295,5
r8238_c295,5
r8240_c295,5
r8252_c295,4
r8253_c295,5
r8258_c295,5
r8259_c295,3
r8261_c295,2
r8266_c295,5
r8267_c295,5
r8269_c295,2
r8272_c295,4
r8275_c295,5
r8282_c295,3
r8283_c295,5
r8288_c295,5
r8289_c295,5
r8290_c295,4
r8291_c295,3
r8292_c295,3
r8296_c295,5
r8297_c295,4
r8300_c295,5
r8301_c295,5
r8302_c295,5
r8303_c295,4
r8306_c295,3
r8307_c295,5
r8308_c295,2
r8311_c295,5
r8315_c295,4
r8325_c295,4
r8326_c295,4
r8330_c295,5
r8331_c295,5
r8334_c295,4
r8335_c295,5
r8336_c295,4
r8340_c295,5
r8343_c295,5
r8344_c295,4
r8346_c295,5
r8349_c295,4
r8350_c295,5
r8353_c295,5
r8357_c295,4
r8359_c295,5
r8364_c295,4
r8365_c295,5
r8368_c295,4
r8370_c295,5
r8379_c295,5
r8382_c295,5
r8384_c295,5
r8387_c295,5
r8388_c295,5
r8394_c295,5
r8396_c295,5
r8397_c295,3
r8401_c295,5
r8403_c295,5
r8409_c295,5
r8410_c295,5
r8413_c295,5
r8417_c295,5
r8419_c295,3
r8421_c295,5
r8422_c295,4
r8428_c295,5
r8431_c295,3
r8433_c295,5
r8434_c295,5
r8440_c295,4
r8442_c295,4
r8444_c295,4
r8446_c295,5
r8447_c295,5
r8449_c295,5
r8451_c295,5
r8455_c295,5
r8456_c295,3
r8458_c295,5
r8460_c295,5
r8461_c295,4
r8467_c295,5
r8470_c295,5
r8473_c295,4
r8474_c295,5
r8476_c295,5
r8478_c295,4
r8479_c295,5
r8480_c295,5
r8481_c295,5
r8483_c295,5
r8484_c295,5
r8485_c295,5
r8489_c295,5
r8495_c295,4
r8499_c295,5
r8502_c295,3
r8505_c295,5
r8506_c295,4
r8509_c295,5
r8510_c295,5
r8517_c295,5
r8526_c295,5
r8530_c295,5
r8531_c295,5
r8532_c295,5
r8534_c295,5
r8535_c295,5
r8543_c295,5
r8544_c295,4
r8546_c295,3
r8548_c295,5
r8549_c295,5
r8550_c295,5
r8553_c295,5
r8554_c295,5
r8555_c295,5
r8557_c295,3
r8558_c295,4
r8559_c295,5
r8562_c295,5
r8563_c295,5
r8564_c295,3
r8566_c295,5
r8567_c295,5
r8569_c295,5
r8572_c295,5
r8573_c295,5
r8576_c295,4
r8581_c295,5
r8583_c295,5
r8586_c295,5
r8587_c295,4
r8589_c295,4
r8590_c295,5
r8591_c295,5
r8592_c295,5
r8596_c295,5
r8600_c295,4
r8601_c295,5
r8607_c295,5
r8610_c295,5
r8611_c295,5
r8619_c295,5
r8620_c295,3
r8623_c295,5
r8624_c295,3
r8626_c295,5
r8630_c295,5
r8633_c295,5
r8641_c295,5
r8646_c295,5
r8647_c295,5
r8652_c295,5
r8656_c295,5
r8658_c295,4
r8661_c295,3
r8668_c295,3
r8669_c295,4
r8671_c295,4
r8674_c295,4
r8675_c295,4
r8676_c295,2
r8678_c295,5
r8680_c295,5
r8681_c295,5
r8683_c295,1
r8684_c295,5
r8690_c295,5
r8692_c295,1
r8696_c295,5
r8698_c295,5
r8701_c295,5
r8702_c295,4
r8705_c295,5
r8706_c295,5
r8710_c295,3
r8711_c295,3
r8713_c295,5
r8714_c295,3
r8727_c295,5
r8728_c295,4
r8729_c295,1
r8733_c295,5
r8734_c295,5
r8739_c295,5
r8742_c295,5
r8743_c295,5
r8744_c295,1
r8745_c295,5
r8746_c295,5
r8749_c295,5
r8754_c295,3
r8755_c295,4
r8759_c295,5
r8760_c295,5
r8761_c295,5
r8763_c295,5
r8768_c295,5
r8770_c295,3
r8777_c295,5
r8778_c295,3
r8779_c295,5
r8780_c295,5
r8781_c295,3
r8782_c295,5
r8783_c295,4
r8785_c295,5
r8787_c295,5
r8788_c295,5
r8789_c295,5
r8790_c295,3
r8791_c295,3
r8796_c295,4
r8799_c295,1
r8806_c295,5
r8808_c295,5
r8809_c295,5
r8813_c295,5
r8815_c295,5
r8816_c295,5
r8817_c295,5
r8823_c295,4
r8826_c295,5
r8827_c295,5
r8829_c295,2
r8830_c295,5
r8833_c295,4
r8834_c295,5
r8836_c295,5
r8838_c295,5
r8841_c295,5
r8843_c295,5
r8845_c295,4
r8847_c295,4
r8849_c295,5
r8850_c295,5
r8856_c295,5
r8863_c295,5
r8865_c295,1
r8866_c295,3
r8868_c295,4
r8871_c295,5
r8872_c295,4
r8874_c295,5
r8875_c295,2
r8881_c295,4
r8886_c295,5
r8887_c295,4
r8890_c295,4
r8895_c295,5
r8898_c295,4
r8900_c295,5
r8901_c295,5
r8905_c295,5
r8907_c295,5
r8908_c295,5
r8911_c295,5
r8913_c295,4
r8915_c295,5
r8917_c295,3
r8920_c295,4
r8921_c295,5
r8922_c295,1
r8923_c295,4
r8931_c295,5
r8934_c295,3
r8938_c295,5
r8939_c295,5
r8941_c295,3
r8943_c295,5
r8945_c295,5
r8946_c295,5
r8948_c295,5
r8949_c295,5
r8951_c295,5
r8952_c295,5
r8955_c295,4
r8957_c295,4
r8958_c295,5
r8963_c295,3
r8966_c295,5
r8967_c295,4
r8969_c295,4
r8970_c295,5
r8971_c295,2
r8972_c295,5
r8977_c295,5
r8979_c295,5
r8981_c295,5
r8991_c295,3
r8998_c295,4
r9003_c295,5
r9008_c295,5
r9009_c295,5
r9012_c295,5
r9017_c295,5
r9020_c295,4
r9022_c295,5
r9026_c295,5
r9027_c295,5
r9032_c295,4
r9033_c295,5
r9034_c295,3
r9039_c295,3
r9040_c295,5
r9042_c295,5
r9046_c295,4
r9048_c295,5
r9049_c295,3
r9050_c295,3
r9052_c295,5
r9053_c295,4
r9055_c295,5
r9065_c295,3
r9071_c295,5
r9073_c295,3
r9077_c295,5
r9078_c295,5
r9079_c295,5
r9081_c295,5
r9084_c295,4
r9086_c295,4
r9091_c295,5
r9092_c295,4
r9093_c295,5
r9095_c295,4
r9096_c295,2
r9098_c295,4
r9104_c295,4
r9105_c295,5
r9109_c295,5
r9111_c295,5
r9113_c295,4
r9119_c295,5
r9122_c295,1
r9123_c295,4
r9125_c295,5
r9127_c295,1
r9129_c295,5
r9130_c295,5
r9134_c295,4
r9135_c295,4
r9136_c295,3
r9138_c295,5
r9141_c295,5
r9142_c295,3
r9143_c295,3
r9144_c295,4
r9147_c295,4
r9153_c295,3
r9165_c295,3
r9166_c295,3
r9168_c295,4
r9170_c295,3
r9171_c295,5
r9172_c295,5
r9173_c295,5
r9177_c295,3
r9184_c295,5
r9185_c295,5
r9186_c295,5
r9189_c295,5
r9190_c295,3
r9192_c295,5
r9193_c295,5
r9194_c295,3
r9204_c295,5
r9205_c295,3
r9207_c295,5
r9210_c295,5
r9212_c295,5
r9214_c295,4
r9216_c295,5
r9227_c295,5
r9228_c295,5
r9230_c295,3
r9233_c295,5
r9235_c295,5
r9237_c295,5
r9238_c295,5
r9240_c295,4
r9244_c295,5
r9251_c295,5
r9256_c295,3
r9260_c295,4
r9264_c295,4
r9265_c295,5
r9273_c295,4
r9276_c295,5
r9277_c295,3
r9279_c295,5
r9287_c295,5
r9289_c295,5
r9292_c295,5
r9297_c295,3
r9303_c295,3
r9306_c295,5
r9312_c295,5
r9313_c295,5
r9314_c295,5
r9315_c295,5
r9319_c295,4
r9324_c295,4
r9325_c295,5
r9329_c295,5
r9331_c295,5
r9334_c295,5
r9336_c295,5
r9337_c295,3
r9338_c295,5
r9340_c295,4
r9341_c295,5
r9343_c295,5
r9344_c295,5
r9348_c295,5
r9351_c295,4
r9363_c295,5
r9364_c295,3
r9367_c295,5
r9368_c295,5
r9369_c295,5
r9372_c295,5
r9375_c295,5
r9376_c295,4
r9377_c295,5
r9381_c295,5
r9382_c295,5
r9384_c295,4
r9387_c295,5
r9389_c295,3
r9394_c295,3
r9398_c295,5
r9401_c295,5
r9402_c295,4
r9403_c295,4
r9406_c295,5
r9410_c295,5
r9417_c295,5
r9423_c295,5
r9424_c295,5
r9425_c295,5
r9428_c295,5
r9430_c295,5
r9434_c295,5
r9441_c295,5
r9448_c295,4
r9451_c295,1
r9457_c295,5
r9461_c295,5
r9462_c295,4
r9463_c295,5
r9464_c295,5
r9465_c295,5
r9468_c295,5
r9469_c295,4
r9471_c295,5
r9472_c295,5
r9476_c295,5
r9477_c295,4
r9478_c295,5
r9480_c295,5
r9482_c295,5
r9488_c295,5
r9489_c295,5
r9493_c295,4
r9495_c295,5
r9500_c295,5
r9503_c295,4
r9504_c295,5
r9505_c295,5
r9506_c295,5
r9510_c295,3
r9512_c295,5
r9513_c295,4
r9517_c295,5
r9519_c295,5
r9520_c295,5
r9522_c295,4
r9523_c295,4
r9525_c295,5
r9528_c295,5
r9531_c295,5
r9534_c295,5
r9537_c295,5
r9538_c295,4
r9539_c295,5
r9545_c295,5
r9554_c295,5
r9556_c295,5
r9559_c295,4
r9561_c295,4
r9564_c295,5
r9570_c295,5
r9571_c295,5
r9572_c295,4
r9573_c295,5
r9574_c295,4
r9576_c295,4
r9577_c295,5
r9579_c295,5
r9581_c295,5
r9582_c295,3
r9584_c295,4
r9585_c295,4
r9586_c295,5
r9587_c295,5
r9588_c295,5
r9597_c295,4
r9601_c295,3
r9602_c295,5
r9607_c295,4
r9611_c295,5
r9613_c295,4
r9615_c295,5
r9620_c295,5
r9621_c295,2
r9622_c295,5
r9624_c295,5
r9626_c295,5
r9627_c295,5
r9628_c295,5
r9630_c295,5
r9631_c295,5
r9635_c295,5
r9637_c295,5
r9638_c295,5
r9639_c295,5
r9649_c295,5
r9654_c295,5
r9655_c295,5
r9657_c295,4
r9659_c295,4
r9661_c295,5
r9665_c295,5
r9667_c295,5
r9675_c295,5
r9676_c295,5
r9678_c295,5
r9679_c295,4
r9680_c295,4
r9682_c295,5
r9683_c295,5
r9684_c295,5
r9687_c295,4
r9691_c295,5
r9692_c295,5
r9693_c295,5
r9695_c295,4
r9701_c295,5
r9702_c295,5
r9703_c295,4
r9705_c295,3
r9708_c295,5
r9710_c295,4
r9717_c295,3
r9719_c295,5
r9723_c295,5
r9724_c295,2
r9728_c295,4
r9733_c295,3
r9734_c295,4
r9735_c295,4
r9737_c295,5
r9744_c295,3
r9747_c295,5
r9748_c295,5
r9750_c295,5
r9753_c295,5
r9756_c295,4
r9760_c295,5
r9762_c295,5
r9765_c295,4
r9768_c295,3
r9783_c295,5
r9784_c295,4
r9787_c295,5
r9788_c295,2
r9791_c295,5
r9792_c295,4
r9796_c295,4
r9798_c295,4
r9800_c295,3
r9802_c295,4
r9803_c295,5
r9805_c295,4
r9806_c295,4
r9807_c295,5
r9808_c295,5
r9810_c295,4
r9812_c295,4
r9817_c295,5
r9819_c295,3
r9821_c295,4
r9830_c295,3
r9835_c295,5
r9836_c295,5
r9840_c295,4
r9841_c295,5
r9844_c295,5
r9846_c295,5
r9847_c295,1
r9848_c295,5
r9851_c295,5
r9854_c295,5
r9856_c295,5
r9857_c295,3
r9861_c295,5
r9862_c295,4
r9864_c295,4
r9869_c295,5
r9872_c295,4
r9878_c295,2
r9879_c295,5
r9880_c295,5
r9881_c295,4
r9882_c295,3
r9884_c295,5
r9887_c295,4
r9889_c295,3
r9890_c295,5
r9892_c295,4
r9901_c295,5
r9903_c295,4
r9905_c295,3
r9907_c295,3
r9909_c295,2
r9912_c295,1
r9916_c295,5
r9919_c295,4
r9924_c295,5
r9929_c295,5
r9934_c295,5
r9938_c295,2
r9939_c295,5
r9940_c295,5
r9948_c295,5
r9950_c295,5
r9953_c295,4
r9954_c295,5
r9955_c295,4
r9956_c295,5
r9962_c295,4
r9963_c295,3
r9967_c295,5
r9969_c295,4
r9971_c295,5
r9973_c295,1
r9978_c295,3
r9980_c295,4
r9982_c295,2
r9984_c295,4
r9985_c295,5
r9986_c295,5
r9996_c295,5
r9999_c295,5
r6_c296,5
r14_c296,5
r17_c296,5
r27_c296,5
r29_c296,5
r37_c296,5
r46_c296,4
r76_c296,5
r78_c296,5
r85_c296,5
r86_c296,4
r90_c296,5
r97_c296,3
r99_c296,3
r114_c296,5
r131_c296,3
r134_c296,3
r136_c296,5
r156_c296,3
r164_c296,3
r173_c296,5
r179_c296,5
r185_c296,5
r188_c296,4
r197_c296,5
r199_c296,5
r225_c296,5
r227_c296,5
r239_c296,4
r248_c296,4
r271_c296,5
r293_c296,1
r295_c296,4
r302_c296,4
r304_c296,4
r307_c296,4
r313_c296,4
r321_c296,5
r334_c296,4
r349_c296,5
r354_c296,4
r355_c296,4
r369_c296,5
r372_c296,5
r376_c296,4
r385_c296,4
r392_c296,5
r419_c296,5
r422_c296,2
r441_c296,5
r444_c296,3
r510_c296,4
r521_c296,2
r523_c296,4
r524_c296,5
r530_c296,4
r540_c296,5
r541_c296,2
r545_c296,4
r552_c296,5
r564_c296,5
r583_c296,5
r589_c296,4
r592_c296,5
r597_c296,5
r598_c296,4
r605_c296,4
r625_c296,5
r628_c296,5
r635_c296,3
r638_c296,3
r645_c296,5
r652_c296,3
r655_c296,2
r659_c296,4
r668_c296,4
r671_c296,4
r687_c296,4
r707_c296,5
r711_c296,5
r720_c296,4
r721_c296,3
r725_c296,4
r727_c296,4
r728_c296,4
r732_c296,4
r733_c296,3
r741_c296,5
r757_c296,5
r769_c296,4
r779_c296,5
r786_c296,5
r803_c296,5
r813_c296,4
r831_c296,3
r842_c296,5
r850_c296,5
r856_c296,5
r863_c296,4
r873_c296,4
r877_c296,5
r915_c296,3
r917_c296,4
r921_c296,5
r937_c296,5
r943_c296,4
r966_c296,5
r973_c296,3
r983_c296,4
r986_c296,5
r997_c296,4
r1040_c296,3
r1043_c296,4
r1058_c296,4
r1069_c296,3
r1073_c296,5
r1080_c296,3
r1082_c296,4
r1092_c296,4
r1093_c296,5
r1104_c296,2
r1105_c296,4
r1128_c296,5
r1141_c296,5
r1144_c296,4
r1145_c296,5
r1161_c296,4
r1163_c296,5
r1165_c296,2
r1173_c296,5
r1178_c296,4
r1225_c296,5
r1230_c296,4
r1233_c296,4
r1234_c296,5
r1235_c296,4
r1241_c296,5
r1245_c296,2
r1259_c296,5
r1266_c296,5
r1269_c296,4
r1281_c296,5
r1283_c296,4
r1291_c296,4
r1324_c296,5
r1327_c296,4
r1334_c296,5
r1345_c296,5
r1350_c296,5
r1377_c296,4
r1395_c296,5
r1401_c296,5
r1403_c296,4
r1411_c296,4
r1413_c296,4
r1423_c296,5
r1428_c296,5
r1431_c296,5
r1450_c296,4
r1460_c296,5
r1492_c296,4
r1501_c296,4
r1519_c296,5
r1523_c296,1
r1529_c296,5
r1532_c296,4
r1549_c296,4
r1554_c296,4
r1555_c296,4
r1556_c296,3
r1560_c296,1
r1563_c296,5
r1564_c296,4
r1570_c296,5
r1572_c296,3
r1581_c296,2
r1592_c296,4
r1602_c296,5
r1608_c296,5
r1622_c296,5
r1632_c296,3
r1637_c296,5
r1642_c296,5
r1643_c296,5
r1671_c296,5
r1683_c296,4
r1684_c296,4
r1692_c296,4
r1698_c296,5
r1711_c296,4
r1757_c296,5
r1761_c296,5
r1762_c296,5
r1763_c296,5
r1764_c296,3
r1773_c296,4
r1774_c296,4
r1788_c296,5
r1790_c296,4
r1803_c296,5
r1812_c296,5
r1822_c296,4
r1834_c296,3
r1841_c296,4
r1852_c296,5
r1854_c296,5
r1877_c296,4
r1878_c296,5
r1886_c296,4
r1899_c296,4
r1907_c296,5
r1917_c296,5
r1944_c296,5
r1949_c296,5
r1956_c296,4
r1958_c296,4
r1969_c296,3
r1970_c296,3
r1971_c296,4
r1976_c296,2
r1980_c296,5
r1983_c296,5
r1985_c296,5
r1995_c296,5
r2011_c296,5
r2017_c296,5
r2021_c296,4
r2022_c296,5
r2035_c296,5
r2038_c296,5
r2041_c296,3
r2045_c296,5
r2070_c296,5
r2073_c296,5
r2084_c296,4
r2093_c296,5
r2100_c296,5
r2101_c296,5
r2112_c296,4
r2116_c296,5
r2144_c296,5
r2149_c296,4
r2164_c296,5
r2170_c296,3
r2180_c296,2
r2194_c296,2
r2208_c296,4
r2211_c296,3
r2212_c296,5
r2215_c296,2
r2216_c296,4
r2235_c296,5
r2245_c296,3
r2272_c296,4
r2274_c296,5
r2290_c296,4
r2297_c296,2
r2298_c296,5
r2303_c296,4
r2307_c296,4
r2320_c296,4
r2326_c296,4
r2329_c296,5
r2340_c296,5
r2342_c296,4
r2347_c296,3
r2354_c296,5
r2360_c296,3
r2363_c296,5
r2397_c296,3
r2404_c296,5
r2406_c296,5
r2418_c296,5
r2431_c296,4
r2441_c296,5
r2458_c296,4
r2464_c296,4
r2472_c296,3
r2477_c296,4
r2489_c296,5
r2494_c296,3
r2536_c296,5
r2544_c296,5
r2548_c296,4
r2559_c296,4
r2563_c296,4
r2566_c296,5
r2572_c296,3
r2588_c296,3
r2590_c296,4
r2594_c296,5
r2606_c296,3
r2627_c296,5
r2628_c296,4
r2634_c296,4
r2638_c296,3
r2676_c296,4
r2678_c296,5
r2683_c296,3
r2684_c296,5
r2691_c296,5
r2705_c296,5
r2708_c296,5
r2718_c296,5
r2732_c296,3
r2733_c296,4
r2739_c296,3
r2751_c296,4
r2765_c296,4
r2779_c296,5
r2794_c296,3
r2799_c296,5
r2800_c296,5
r2819_c296,5
r2820_c296,5
r2836_c296,4
r2840_c296,3
r2858_c296,4
r2861_c296,4
r2867_c296,3
r2875_c296,5
r2881_c296,4
r2890_c296,3
r2893_c296,5
r2894_c296,3
r2908_c296,5
r2927_c296,3
r2931_c296,4
r2939_c296,4
r2950_c296,5
r2961_c296,5
r2962_c296,5
r2977_c296,2
r3001_c296,4
r3015_c296,5
r3023_c296,5
r3039_c296,4
r3049_c296,5
r3050_c296,4
r3086_c296,2
r3092_c296,5
r3104_c296,3
r3141_c296,1
r3145_c296,4
r3155_c296,2
r3157_c296,5
r3159_c296,5
r3182_c296,5
r3193_c296,4
r3195_c296,4
r3200_c296,5
r3209_c296,5
r3220_c296,5
r3228_c296,5
r3230_c296,3
r3247_c296,5
r3253_c296,4
r3259_c296,4
r3273_c296,4
r3283_c296,3
r3284_c296,3
r3292_c296,4
r3293_c296,5
r3294_c296,5
r3296_c296,5
r3297_c296,3
r3299_c296,5
r3306_c296,3
r3307_c296,4
r3308_c296,4
r3310_c296,4
r3312_c296,4
r3314_c296,5
r3318_c296,5
r3322_c296,5
r3326_c296,3
r3328_c296,4
r3339_c296,4
r3351_c296,4
r3354_c296,4
r3355_c296,5
r3358_c296,5
r3362_c296,3
r3368_c296,4
r3369_c296,4
r3380_c296,4
r3382_c296,5
r3401_c296,5
r3405_c296,4
r3408_c296,3
r3409_c296,2
r3413_c296,5
r3435_c296,5
r3466_c296,5
r3468_c296,3
r3480_c296,5
r3492_c296,5
r3494_c296,5
r3501_c296,5
r3513_c296,5
r3515_c296,4
r3517_c296,5
r3525_c296,4
r3530_c296,4
r3534_c296,4
r3544_c296,4
r3601_c296,5
r3602_c296,5
r3603_c296,4
r3606_c296,3
r3610_c296,5
r3617_c296,4
r3625_c296,4
r3633_c296,3
r3645_c296,3
r3647_c296,5
r3649_c296,4
r3660_c296,5
r3665_c296,5
r3683_c296,4
r3686_c296,4
r3703_c296,4
r3705_c296,3
r3709_c296,4
r3718_c296,2
r3728_c296,5
r3730_c296,3
r3744_c296,3
r3751_c296,5
r3756_c296,3
r3759_c296,5
r3768_c296,4
r3770_c296,2
r3793_c296,5
r3807_c296,3
r3824_c296,5
r3839_c296,3
r3840_c296,3
r3861_c296,5
r3863_c296,4
r3865_c296,3
r3868_c296,4
r3887_c296,4
r3891_c296,3
r3920_c296,1
r3946_c296,5
r3947_c296,3
r3949_c296,3
r3955_c296,5
r3974_c296,5
r3979_c296,3
r3985_c296,2
r3988_c296,2
r3992_c296,3
r3996_c296,4
r3999_c296,5
r4000_c296,4
r4002_c296,4
r4012_c296,2
r4013_c296,5
r4016_c296,3
r4024_c296,3
r4052_c296,3
r4062_c296,4
r4064_c296,5
r4074_c296,5
r4080_c296,4
r4089_c296,5
r4126_c296,5
r4137_c296,4
r4142_c296,4
r4143_c296,3
r4163_c296,4
r4171_c296,5
r4189_c296,3
r4223_c296,3
r4228_c296,5
r4231_c296,5
r4243_c296,5
r4244_c296,4
r4254_c296,4
r4261_c296,5
r4263_c296,5
r4265_c296,5
r4266_c296,4
r4276_c296,3
r4278_c296,4
r4281_c296,3
r4307_c296,5
r4310_c296,4
r4319_c296,4
r4320_c296,5
r4330_c296,5
r4352_c296,5
r4363_c296,4
r4379_c296,5
r4404_c296,5
r4416_c296,4
r4439_c296,3
r4452_c296,5
r4453_c296,2
r4454_c296,4
r4478_c296,4
r4492_c296,4
r4499_c296,4
r4507_c296,5
r4509_c296,4
r4513_c296,5
r4533_c296,4
r4547_c296,5
r4555_c296,3
r4556_c296,4
r4572_c296,4
r4593_c296,4
r4600_c296,4
r4603_c296,5
r4618_c296,3
r4627_c296,4
r4634_c296,4
r4657_c296,5
r4660_c296,5
r4689_c296,3
r4703_c296,5
r4705_c296,5
r4710_c296,4
r4721_c296,5
r4723_c296,4
r4737_c296,4
r4762_c296,5
r4770_c296,2
r4774_c296,4
r4779_c296,5
r4829_c296,4
r4835_c296,5
r4858_c296,5
r4866_c296,5
r4871_c296,3
r4873_c296,4
r4885_c296,5
r4889_c296,5
r4909_c296,4
r4923_c296,3
r4924_c296,4
r4926_c296,3
r4934_c296,5
r4937_c296,3
r4951_c296,4
r4954_c296,5
r4963_c296,5
r4966_c296,3
r4978_c296,5
r4979_c296,4
r4994_c296,5
r4995_c296,4
r4999_c296,4
r5006_c296,5
r5008_c296,5
r5018_c296,4
r5028_c296,5
r5058_c296,5
r5060_c296,5
r5061_c296,4
r5062_c296,5
r5065_c296,4
r5080_c296,2
r5083_c296,5
r5085_c296,4
r5094_c296,5
r5099_c296,3
r5101_c296,5
r5102_c296,5
r5103_c296,4
r5109_c296,4
r5111_c296,4
r5112_c296,5
r5133_c296,5
r5134_c296,5
r5140_c296,4
r5147_c296,5
r5153_c296,3
r5166_c296,5
r5195_c296,4
r5199_c296,4
r5207_c296,4
r5211_c296,4
r5222_c296,2
r5225_c296,4
r5226_c296,4
r5271_c296,3
r5275_c296,5
r5287_c296,5
r5289_c296,5
r5295_c296,4
r5319_c296,4
r5320_c296,5
r5343_c296,5
r5345_c296,4
r5351_c296,4
r5359_c296,5
r5360_c296,5
r5373_c296,3
r5383_c296,5
r5384_c296,5
r5393_c296,5
r5394_c296,4
r5396_c296,4
r5402_c296,5
r5407_c296,4
r5411_c296,5
r5416_c296,5
r5422_c296,5
r5427_c296,3
r5434_c296,5
r5437_c296,4
r5466_c296,5
r5468_c296,4
r5477_c296,4
r5483_c296,4
r5487_c296,3
r5495_c296,3
r5503_c296,4
r5506_c296,4
r5509_c296,1
r5520_c296,5
r5521_c296,4
r5532_c296,5
r5544_c296,5
r5546_c296,5
r5549_c296,4
r5559_c296,4
r5575_c296,4
r5588_c296,5
r5590_c296,4
r5600_c296,5
r5607_c296,5
r5609_c296,4
r5614_c296,5
r5616_c296,3
r5626_c296,5
r5633_c296,5
r5650_c296,5
r5658_c296,4
r5662_c296,5
r5684_c296,5
r5685_c296,4
r5691_c296,5
r5693_c296,5
r5694_c296,5
r5712_c296,5
r5716_c296,2
r5717_c296,5
r5723_c296,5
r5726_c296,5
r5732_c296,4
r5792_c296,5
r5808_c296,5
r5813_c296,3
r5821_c296,3
r5823_c296,5
r5828_c296,4
r5835_c296,5
r5839_c296,4
r5841_c296,5
r5856_c296,4
r5857_c296,4
r5859_c296,5
r5866_c296,5
r5889_c296,4
r5890_c296,4
r5893_c296,5
r5909_c296,5
r5937_c296,5
r5942_c296,4
r5951_c296,3
r5955_c296,4
r6007_c296,3
r6019_c296,4
r6037_c296,5
r6043_c296,4
r6045_c296,4
r6071_c296,5
r6081_c296,4
r6085_c296,5
r6105_c296,4
r6116_c296,3
r6141_c296,2
r6159_c296,5
r6164_c296,5
r6168_c296,3
r6172_c296,4
r6176_c296,5
r6179_c296,4
r6184_c296,5
r6185_c296,3
r6202_c296,5
r6203_c296,5
r6214_c296,5
r6215_c296,4
r6220_c296,4
r6222_c296,5
r6223_c296,4
r6224_c296,2
r6226_c296,5
r6230_c296,5
r6231_c296,5
r6247_c296,5
r6253_c296,3
r6261_c296,4
r6265_c296,4
r6282_c296,5
r6296_c296,5
r6302_c296,5
r6309_c296,2
r6314_c296,5
r6317_c296,4
r6319_c296,2
r6327_c296,4
r6340_c296,5
r6347_c296,5
r6349_c296,5
r6350_c296,3
r6352_c296,3
r6373_c296,4
r6392_c296,4
r6411_c296,5
r6412_c296,4
r6416_c296,5
r6420_c296,5
r6437_c296,4
r6438_c296,5
r6440_c296,5
r6447_c296,5
r6453_c296,5
r6454_c296,5
r6462_c296,3
r6463_c296,4
r6466_c296,4
r6477_c296,5
r6483_c296,4
r6491_c296,2
r6499_c296,2
r6504_c296,5
r6507_c296,4
r6509_c296,3
r6516_c296,3
r6530_c296,3
r6535_c296,5
r6539_c296,5
r6549_c296,5
r6566_c296,3
r6580_c296,5
r6587_c296,3
r6598_c296,4
r6607_c296,2
r6610_c296,3
r6624_c296,4
r6631_c296,5
r6655_c296,4
r6669_c296,5
r6683_c296,5
r6701_c296,5
r6703_c296,5
r6709_c296,5
r6719_c296,3
r6724_c296,4
r6731_c296,4
r6741_c296,3
r6754_c296,5
r6766_c296,4
r6773_c296,4
r6790_c296,5
r6822_c296,5
r6829_c296,5
r6833_c296,4
r6850_c296,2
r6851_c296,5
r6852_c296,4
r6859_c296,4
r6861_c296,4
r6878_c296,3
r6882_c296,5
r6942_c296,4
